Timestamp,11,12,13,14,21,22,23,24,25,26,27,28,29,210,211,212,213,214,215,31,32,33,34,35,36,37,38,39,310,311,312,41,42,43,44,45,46
2025/06/26 1:57:13 PM GMT+6,20-30,Male,Student,Single,4,1,2,1,4,3,3,1,2,5-7 times,Yes,Yes,Yes,No,4-6 Hours,3,2,3,3,1,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Facebook;YouTube,5-7 Hours,1,2
2025/06/26 1:59:50 PM GMT+6,20-30,Female,Student,Single,4,2,1,4,2,1,2,1,3,5-7 times,Yes,Yes,No,No,1-3 Hours,5,4,5,1,4,3,Yes,No,No,Yes,Yes,Yes,No,Yes,Instagram;YouTube,3-5 Hours,1,2
2025/06/26 2:00:05 PM GMT+6,20-30,Male,Student,Single,3,2,2,2,1,2,1,1,1,8-10 times,Yes,Yes,Yes,No,4-6 Hours,2,2,1,2,3,1,No,Yes,Yes,No,No,No,Yes,Yes,Facebook;YouTube;LinkedIn,5-7 Hours,1,1
2025/06/26 2:02:59 PM GMT+6,30-40,Male,Employed,Single,2,1,1,2,3,1,4,5,1,More than 10 times,Yes,No,Yes,Yes,7-9 Hours,1,1,1,1,3,1,No,Yes,Yes,No,No,No,Yes,No,Facebook;YouTube,7-9 Hours,2,2
2025/06/26 2:03:32 PM GMT+6,20-30,Female,Student,Single,5,5,5,5,4,5,5,1,1,More than 10 times,Yes,Yes,Yes,Yes,More than  Hours,5,5,5,5,5,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Facebook;Instagram;YouTube,1-3 Hours,5,5
2025/06/26 2:12:40 PM GMT+6,20-30,Male,Student,Single,5,5,1,1,5,5,5,1,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,5,5,1,5,5,1,No,No,Yes,No,No,No,No,Yes,YouTube,5-7 Hours,1,1
2025/06/26 2:15:37 PM GMT+6,20-30,Male,Student,Single,3,2,2,3,4,3,5,1,3,8-10 times,Yes,Yes,Yes,No,1-3 Hours,3,2,3,4,3,2,No,Yes,Yes,Yes,No,No,No,Yes,Facebook;Instagram;Tiktok;YouTube;LinkedIn,5-7 Hours,1,3
2025/06/26 2:16:50 PM GMT+6,20-30,Male,Employed,Single,2,1,1,1,2,2,2,1,1,1-4 times,Yes,Yes,Yes,No,0-1 Hours,1,2,1,2,1,1,No,Yes,Yes,Yes,No,No,No,,YouTube;LinkedIn,5-7 Hours,1,1
2025/06/26 2:17:02 PM GMT+6,20-30,Male,Student,Single,4,3,2,3,4,3,3,1,1,1-4 times,Yes,Yes,Yes,No,1-3 Hours,3,4,4,3,3,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Facebook;YouTube,5-7 Hours,2,3
2025/06/26 2:21:25 PM GMT+6,20-30,Male,Employed,Single,1,2,1,2,1,1,1,1,1,1-4 times,Yes,No,Yes,No,1-3 Hours,3,2,2,1,3,1,No,Yes,Yes,Yes,No,No,No,,YouTube,7-9 Hours,1,2
2025/06/26 2:21:45 PM GMT+6,20-30,Male,Employed,Married,4,3,1,1,2,5,5,2,2,More than 10 times,Yes,Yes,Yes,No,1-3 Hours,2,2,2,2,3,1,No,No,Yes,No,No,No,Yes,,Facebook;YouTube;LinkedIn,5-7 Hours,2,3
2025/06/26 2:24:29 PM GMT+6,30-40,Male,Employed,Married,4,4,4,4,5,5,3,1,1,8-10 times,Yes,Yes,Yes,Yes,1-3 Hours,4,3,3,4,1,2,No,Yes,Yes,Yes,No,No,No,,Facebook;YouTube,7-9 Hours,1,2
2025/06/26 2:26:33 PM GMT+6,20-30,Male,Student,Single,4,3,2,2,3,4,2,2,1,1-4 times,Yes,Yes,No,No,1-3 Hours,3,4,4,2,3,1,No,Yes,Yes,Yes,No,No,No,Yes,YouTube,5-7 Hours,1,4
2025/06/26 2:27:19 PM GMT+6,40-60,Male,Employed,Married,4,3,2,2,3,4,2,1,2,8-10 times,Yes,Yes,Yes,No,4-6 Hours,1,1,1,3,1,1,No,Yes,Yes,No,No,No,No,,Facebook;LinkedIn,5-7 Hours,2,1
2025/06/26 2:31:05 PM GMT+6,20-30,Male,Student,Single,1,1,1,1,1,2,1,1,1,1-4 times,No,Yes,Yes,No,0-1 Hours,2,2,2,1,1,1,No,Yes,Yes,Yes,No,No,No,No,YouTube;Telegram,5-7 Hours,1,3
2025/06/26 2:33:41 PM GMT+6,20-30,Female,Student,Single,3,2,1,1,3,2,3,1,2,1-4 times,Yes,Yes,Yes,Yes,0-1 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,No,YouTube,5-7 Hours,1,1
2025/06/26 2:36:49 PM GMT+6,20-30,Male,Student,Single,4,2,3,5,5,5,4,1,1,5-7 times,Yes,Yes,Yes,Yes,4-6 Hours,4,4,4,5,5,4,Yes,Yes,No,No,No,No,No,Yes,Facebook;YouTube,7-9 Hours,3,4
2025/06/26 2:45:24 PM GMT+6,20-30,Female,Student,Single,5,3,5,5,3,3,5,5,2,More than 10 times,Yes,No,Yes,No,4-6 Hours,5,2,5,2,2,4,Yes,No,No,Yes,Yes,No,Yes,Yes,Facebook;YouTube,5-7 Hours,2,3
2025/06/26 2:46:38 PM GMT+6,20-30,Male,Student,Single,4,4,2,5,3,4,5,1,2,More than 10 times,Yes,Yes,Yes,No,7-9 Hours,5,3,5,4,5,2,Yes,Yes,No,Yes,No,No,No,Yes,Facebook,3-5 Hours,3,3
2025/06/26 2:47:57 PM GMT+6,13-19,Male,Student,Single,3,3,4,4,4,3,3,1,1,0 time,Yes,Yes,Yes,No,4-6 Hours,1,1,1,1,5,1,No,Yes,Yes,No,No,No,Yes,Yes,Facebook,3-5 Hours,4,2
2025/06/26 2:50:24 PM GMT+6,30-40,Male,Employed,Married,5,5,3,1,4,5,4,5,5,More than 10 times,Yes,Yes,Yes,Yes,1-3 Hours,5,4,5,3,4,4,Yes,No,Yes,Yes,No,No,Yes,No,Facebook;YouTube,7-9 Hours,5,4
2025/06/26 2:56:02 PM GMT+6,20-30,Female,Student,Married,3,2,4,5,5,5,5,3,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,5,5,4,4,4,4,Yes,No,No,No,No,No,Yes,No,Facebook;YouTube,7-9 Hours,4,3
2025/06/26 3:05:55 PM GMT+6,20-30,Male,Student,Single,2,1,1,3,3,3,1,5,1,1-4 times,Yes,Yes,No,Yes,1-3 Hours,5,5,5,3,2,5,Yes,Yes,No,Yes,No,No,No,Yes,YouTube,3-5 Hours,2,3
2025/06/26 3:08:36 PM GMT+6,20-30,Female,Student,Married,1,1,1,1,1,1,1,1,1,0 time,No,Yes,Yes,No,0 Hours,5,1,3,1,4,1,Yes,Yes,Yes,Yes,Yes,No,No,No,YouTube,5-7 Hours,1,1
2025/06/26 3:12:56 PM GMT+6,20-30,Female,Student,Single,5,5,1,5,5,5,5,5,5,More than 10 times,Yes,Yes,Yes,No,7-9 Hours,5,5,5,5,5,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Facebook;YouTube,1-3 Hours,2,5
2025/06/26 3:16:10 PM GMT+6,20-30,Male,Student,In Relationship,5,5,4,4,4,5,5,4,2,5-7 times,Yes,Yes,Yes,Yes,4-6 Hours,3,4,3,5,3,3,Yes,Yes,No,No,No,No,Yes,Yes,Facebook;Instagram;YouTube,3-5 Hours,2,3
2025/06/26 3:19:11 PM GMT+6,20-30,Male,Employed,Married,4,2,2,5,2,1,4,1,4,More than 10 times,Yes,No,Yes,No,1-3 Hours,5,3,5,3,2,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Facebook;YouTube;LinkedIn,5-7 Hours,3,3
2025/06/26 3:19:51 PM GMT+6,20-30,Male,Student,Single,2,1,1,1,1,1,1,1,1,8-10 times,Yes,No,Yes,No,1-3 Hours,3,1,2,2,1,1,Yes,Yes,Yes,No,No,No,No,No,Facebook;YouTube,5-7 Hours,1,2
2025/06/26 3:23:18 PM GMT+6,20-30,Female,Unemployed,Complicated,5,1,5,5,3,3,4,5,3,More than 10 times,Yes,Yes,Yes,Yes,4-6 Hours,5,5,5,3,4,3,Yes,No,No,Yes,Yes,No,No,,Facebook;Instagram;YouTube,5-7 Hours,1,4
2025/06/26 3:25:56 PM GMT+6,20-30,Female,Student,In Relationship,5,5,5,5,5,5,5,5,5,More than 10 times,Yes,Yes,Yes,Yes,More than  Hours,5,5,5,5,5,5,Yes,No,No,Yes,Yes,No,Yes,Yes,Facebook;Instagram;Netmirror,More than 9 Hours,5,5
2025/06/26 3:28:38 PM GMT+6,20-30,Female,Student,Single,3,1,1,2,1,2,3,1,5,1-4 times,Yes,Yes,Yes,No,1-3 Hours,3,2,2,1,2,1,Yes,Yes,Yes,Yes,No,No,No,Yes,Facebook;YouTube,5-7 Hours,2,4
2025/06/26 3:31:28 PM GMT+6,20-30,Male,Student,Single,3,1,1,1,4,3,2,4,1,More than 10 times,Yes,Yes,Yes,Yes,1-3 Hours,2,1,2,3,1,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Facebook;YouTube;LinkedIn,3-5 Hours,2,2
2025/06/26 3:32:36 PM GMT+6,20-30,Female,Student,Single,3,1,1,5,4,5,3,4,4,8-10 times,Yes,Yes,No,No,1-3 Hours,1,1,1,1,1,1,No,Yes,Yes,Yes,No,No,No,No,Facebook;Instagram,7-9 Hours,1,2
2025/06/26 3:34:02 PM GMT+6,20-30,Male,Student,In Relationship,5,4,2,2,3,5,4,2,5,More than 10 times,Yes,Yes,Yes,Yes,4-6 Hours,5,4,5,5,3,3,Yes,No,No,Yes,No,No,Yes,Yes,Facebook;YouTube,5-7 Hours,1,4
2025/06/26 3:36:41 PM GMT+6,20-30,Male,Student,Single,1,1,1,1,1,1,1,1,1,1-4 times,No,Yes,Yes,No,0-1 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,Yes,YouTube,5-7 Hours,1,1
2025/06/26 3:45:52 PM GMT+6,20-30,Female,Self-employed,Complicated,2,2,2,2,1,4,5,5,4,1-4 times,No,Yes,Yes,Yes,More than  Hours,5,5,5,5,5,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Tiktok,5-7 Hours,4,3
2025/06/26 3:46:52 PM GMT+6,20-30,Male,Student,In Relationship,5,3,2,1,1,3,3,4,2,More than 10 times,Yes,No,Yes,Yes,1-3 Hours,2,4,2,2,3,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Facebook;YouTube;LinkedIn,7-9 Hours,1,3
2025/06/26 3:47:08 PM GMT+6,20-30,Female,Student,Single,3,2,1,1,1,2,1,2,1,1-4 times,Yes,Yes,No,Yes,0-1 Hours,2,2,2,2,3,1,No,Yes,Yes,Yes,No,Yes,No,No,Facebook;Instagram;Tiktok;YouTube;LinkedIn;Snapchat,1-3 Hours,1,2
2025/06/26 3:48:27 PM GMT+6,20-30,Male,Employed,Married,4,3,2,4,4,4,2,1,4,5-7 times,Yes,Yes,Yes,No,1-3 Hours,3,3,2,3,4,4,Yes,Yes,Yes,No,No,No,Yes,,Facebook;YouTube;LinkedIn,5-7 Hours,2,3
2025/06/26 3:53:28 PM GMT+6,20-30,Female,Employed,Single,2,3,2,1,2,4,4,1,2,8-10 times,Yes,Yes,Yes,No,4-6 Hours,3,2,2,4,2,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Facebook,5-7 Hours,1,2
2025/06/26 4:19:55 PM GMT+6,20-30,Male,Student,Single,2,1,1,1,1,1,1,1,1,5-7 times,Yes,No,No,Yes,1-3 Hours,2,1,1,1,1,1,No,Yes,Yes,Yes,No,No,No,No,Facebook;YouTube,7-9 Hours,2,5
2025/06/26 4:31:53 PM GMT+6,20-30,Male,Student,In Relationship,3,2,4,1,3,2,4,3,1,5-7 times,Yes,Yes,Yes,No,4-6 Hours,2,4,3,2,1,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,YouTube,5-7 Hours,2,2
2025/06/26 4:34:37 PM GMT+6,20-30,Male,Self-employed,Single,3,1,2,5,1,2,3,1,1,5-7 times,Yes,Yes,Yes,No,1-3 Hours,3,3,4,2,3,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Facebook;YouTube,3-5 Hours,1,3
2025/06/26 4:35:04 PM GMT+6,20-30,Male,Student,Single,1,1,1,1,1,1,3,1,3,1-4 times,Yes,Yes,Yes,Yes,0-1 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,No,Facebook;LinkedIn,5-7 Hours,1,1
2025/06/26 4:35:30 PM GMT+6,20-30,Male,Student,In Relationship,3,1,4,2,1,1,1,1,1,8-10 times,Yes,No,Yes,Yes,1-3 Hours,1,2,1,1,1,3,No,No,Yes,No,No,No,No,No,Facebook;YouTube;LinkedIn,7-9 Hours,1,1
2025/06/26 4:58:00 PM GMT+6,20-30,Male,Student,Married,4,3,3,1,3,4,3,3,3,8-10 times,Yes,Yes,Yes,Yes,4-6 Hours,3,3,4,3,4,4,Yes,Yes,No,Yes,No,No,No,Yes,Facebook;YouTube,5-7 Hours,1,3
2025/06/26 4:58:18 PM GMT+6,20-30,Male,Student,Single,3,3,3,2,3,3,3,1,1,1-4 times,Yes,Yes,Yes,No,4-6 Hours,4,1,1,2,4,3,No,Yes,Yes,No,No,No,No,Yes,Facebook;Instagram;YouTube;LinkedIn,5-7 Hours,2,3
2025/06/26 5:18:04 PM GMT+6,20-30,Female,Student,Single,5,4,5,5,5,5,5,1,2,More than 10 times,No,Yes,No,No,4-6 Hours,5,5,5,5,1,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Facebook;Instagram;YouTube,7-9 Hours,3,3
2025/06/26 5:26:33 PM GMT+6,20-30,Female,Employed,Single,5,3,2,3,5,5,2,3,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,2,2,3,4,1,3,Yes,Yes,Yes,Yes,No,No,No,No,Facebook;YouTube;LinkedIn,7-9 Hours,1,3
2025/06/26 5:38:07 PM GMT+6,20-30,Male,Student,Single,5,4,2,2,4,4,3,2,1,8-10 times,Yes,Yes,Yes,No,7-9 Hours,2,3,3,3,4,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Facebook;Instagram;YouTube,3-5 Hours,1,3
2025/06/26 5:57:42 PM GMT+6,40-60,Male,Employed,Married,3,2,3,3,3,3,2,1,1,1-4 times,Yes,Yes,Yes,Yes,1-3 Hours,1,1,1,1,2,1,No,No,Yes,Yes,No,No,No,,Facebook;YouTube,5-7 Hours,2,1
2025/06/26 6:03:11 PM GMT+6,20-30,Male,Employed,Single,4,3,2,2,5,4,4,3,2,8-10 times,Yes,Yes,Yes,Yes,4-6 Hours,4,4,4,4,3,5,Yes,Yes,No,Yes,Yes,No,Yes,No,Facebook;YouTube,5-7 Hours,1,3
2025/06/26 6:03:37 PM GMT+6,20-30,Male,Student,Single,3,5,1,1,1,1,2,1,1,1-4 times,No,No,No,No,0-1 Hours,5,5,5,5,5,2,Yes,Yes,Yes,Yes,Yes,No,No,No,YouTube,5-7 Hours,1,1
2025/06/26 6:08:19 PM GMT+6,40-60,Male,Employed,Married,4,2,2,1,3,2,3,1,1,5-7 times,Yes,Yes,Yes,No,1-3 Hours,1,1,1,2,1,1,No,Yes,Yes,No,No,No,Yes,,Facebook;YouTube,5-7 Hours,2,3
2025/06/26 6:09:49 PM GMT+6,20-30,Male,Student,Single,2,1,1,1,1,1,1,1,1,1-4 times,No,Yes,No,No,0-1 Hours,2,1,2,1,2,1,Yes,Yes,Yes,No,No,No,No,No,YouTube,5-7 Hours,1,2
2025/06/26 6:12:18 PM GMT+6,20-30,Male,Employed,Married,4,5,2,5,5,5,4,5,1,5-7 times,Yes,Yes,Yes,No,1-3 Hours,5,4,4,2,4,5,Yes,No,Yes,Yes,No,No,No,Yes,Facebook;Instagram;Tiktok;YouTube;LinkedIn,5-7 Hours,5,4
2025/06/26 6:12:48 PM GMT+6,20-30,Female,Student,Married,5,5,5,5,5,5,5,5,3,More than 10 times,Yes,Yes,Yes,No,More than  Hours,5,4,4,4,5,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Facebook,5-7 Hours,3,5
2025/06/26 6:13:05 PM GMT+6,20-30,Male,Student,Single,5,1,5,1,1,3,5,3,5,More than 10 times,Yes,No,Yes,No,More than  Hours,1,1,1,1,5,3,No,Yes,Yes,No,No,No,No,No,Facebook;Instagram;YouTube;LinkedIn,5-7 Hours,1,3
2025/06/26 6:15:30 PM GMT+6,20-30,Male,Student,Single,3,2,1,1,2,3,2,1,1,1-4 times,Yes,Yes,No,No,0-1 Hours,1,3,1,2,1,1,No,Yes,Yes,No,No,No,No,No,Twitter,5-7 Hours,1,1
2025/06/26 6:18:19 PM GMT+6,30-40,Male,Employed,Married,4,2,3,1,4,3,3,1,2,8-10 times,Yes,Yes,Yes,Yes,1-3 Hours,3,4,1,3,2,2,No,Yes,No,No,No,No,Yes,Yes,Facebook;YouTube,5-7 Hours,1,2
2025/06/26 6:21:56 PM GMT+6,20-30,Male,Employed,Single,3,2,1,3,2,2,2,1,1,1-4 times,Yes,Yes,Yes,No,4-6 Hours,2,4,3,2,4,1,Yes,Yes,No,Yes,No,No,Yes,,Facebook;YouTube;LinkedIn,5-7 Hours,1,2
2025/06/26 6:25:56 PM GMT+6,20-30,Male,Unemployed,In Relationship,3,3,2,2,3,4,2,1,1,1-4 times,Yes,Yes,Yes,No,4-6 Hours,3,3,3,3,4,3,No,Yes,No,Yes,No,No,Yes,Yes,Facebook;YouTube,3-5 Hours,1,3
2025/06/26 6:26:59 PM GMT+6,20-30,Female,Self-employed,Single,3,1,3,1,3,4,2,1,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,1,1,2,1,1,1,Yes,No,Yes,No,No,No,No,No,YouTube,5-7 Hours,1,1
2025/06/26 7:02:27 PM GMT+6,20-30,Male,Unemployed,Single,3,1,1,1,1,1,2,1,1,1-4 times,No,Yes,Yes,No,0-1 Hours,2,3,2,1,1,1,Yes,Yes,Yes,No,No,No,No,Yes,YouTube;LinkedIn,7-9 Hours,2,2
2025/06/26 7:12:44 PM GMT+6,20-30,Male,Student,In Relationship,2,1,1,1,1,1,2,2,2,1-4 times,Yes,Yes,No,Yes,0-1 Hours,2,1,2,1,2,1,No,Yes,Yes,No,No,No,No,No,Instagram;YouTube,5-7 Hours,1,1
2025/06/26 7:13:00 PM GMT+6,20-30,Male,Student,In Relationship,5,5,5,5,5,5,5,5,1,8-10 times,Yes,Yes,Yes,No,More than  Hours,5,5,5,5,5,5,Yes,No,No,Yes,No,No,Yes,Yes,Facebook;Instagram;YouTube;LinkedIn,3-5 Hours,5,4
2025/06/26 7:13:15 PM GMT+6,20-30,Male,Student,Single,4,4,1,5,1,5,5,1,1,5-7 times,Yes,No,No,No,1-3 Hours,3,5,1,5,1,1,Yes,Yes,Yes,No,No,No,No,Yes,Facebook;Instagram;YouTube,5-7 Hours,1,2
2025/06/26 7:18:45 PM GMT+6,30-40,Male,Self-employed,Married,2,1,1,1,1,1,2,2,1,1-4 times,Yes,Yes,No,No,0-1 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,,Facebook;YouTube;LinkedIn,7-9 Hours,1,1
2025/06/26 7:22:14 PM GMT+6,20-30,Male,Employed,Married,5,2,2,2,3,3,3,3,2,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,2,2,3,1,3,2,No,Yes,Yes,No,No,No,Yes,No,Facebook;LinkedIn,5-7 Hours,1,2
2025/06/26 7:25:00 PM GMT+6,20-30,Male,Student,Complicated,5,3,2,2,3,5,5,5,1,More than 10 times,Yes,Yes,Yes,No,7-9 Hours,2,3,1,5,5,1,No,Yes,Yes,Yes,No,Yes,No,Yes,Facebook;Instagram;YouTube,5-7 Hours,1,3
2025/06/26 7:54:48 PM GMT+6,20-30,Male,Student,Single,1,1,1,1,1,1,1,1,1,8-10 times,No,Yes,No,No,0-1 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,No,Facebook,5-7 Hours,1,1
2025/06/26 7:55:36 PM GMT+6,20-30,Male,Student,Single,1,1,1,2,1,1,2,1,1,More than 10 times,Yes,Yes,Yes,Yes,1-3 Hours,1,5,2,2,1,1,No,Yes,Yes,Yes,No,No,No,No,Facebook;YouTube,5-7 Hours,2,5
2025/06/26 8:08:36 PM GMT+6,20-30,Female,Unemployed,Single,5,5,1,1,1,2,1,3,1,1-4 times,No,Yes,No,No,0-1 Hours,4,2,5,1,5,1,Yes,Yes,No,Yes,No,No,No,No,Whats up,3-5 Hours,1,1
2025/06/26 8:13:58 PM GMT+6,20-30,Male,Self-employed,Single,1,2,2,3,1,4,2,3,2,1-4 times,Yes,Yes,No,No,1-3 Hours,2,3,3,3,2,1,Yes,Yes,Yes,Yes,No,No,No,Yes,YouTube;LinkedIn,1-3 Hours,2,5
2025/06/26 8:29:00 PM GMT+6,20-30,Male,Self-employed,Married,5,5,5,1,5,5,5,1,5,More than 10 times,Yes,No,Yes,Yes,More than  Hours,5,5,5,5,5,5,Yes,No,No,Yes,No,No,Yes,No,Facebook,5-7 Hours,1,1
2025/06/26 8:32:35 PM GMT+6,20-30,Male,Student,Single,2,1,1,3,1,1,2,1,3,5-7 times,No,No,No,No,4-6 Hours,1,1,1,1,1,1,No,Yes,Yes,No,No,No,No,Yes,Facebook;Instagram;YouTube;LinkedIn,5-7 Hours,1,1
2025/06/26 8:56:16 PM GMT+6,20-30,Male,Student,Complicated,3,2,1,2,2,3,4,2,1,More than 10 times,Yes,No,Yes,Yes,4-6 Hours,3,3,1,1,1,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Facebook;YouTube,5-7 Hours,1,2
2025/06/26 8:58:23 PM GMT+6,30-40,Male,Employed,Married,3,1,1,2,2,2,1,1,1,8-10 times,Yes,Yes,No,No,0-1 Hours,2,1,1,1,2,1,No,No,Yes,No,No,No,No,,Facebook;YouTube,5-7 Hours,1,1
2025/06/26 9:10:50 PM GMT+6,20-30,Male,Employed,Single,2,4,2,5,2,3,4,2,4,8-10 times,Yes,No,Yes,No,1-3 Hours,3,1,1,2,1,3,No,No,Yes,No,No,No,No,Yes,Facebook;Instagram,5-7 Hours,2,2
2025/06/26 9:11:31 PM GMT+6,20-30,Male,Student,Single,4,4,3,3,4,3,3,4,4,5-7 times,Yes,Yes,Yes,Yes,1-3 Hours,3,2,2,2,3,4,Yes,No,No,Yes,No,No,Yes,Yes,Facebook;Instagram;YouTube,1-3 Hours,3,3
2025/06/26 9:34:01 PM GMT+6,40-60,Male,Employed,Married,5,1,2,1,3,3,2,1,1,1-4 times,Yes,Yes,No,No,1-3 Hours,1,1,1,1,3,1,No,Yes,Yes,No,Yes,No,No,,Facebook;YouTube,5-7 Hours,1,1
2025/06/26 9:40:39 PM GMT+6,20-30,Male,Student,Married,4,3,2,1,5,4,5,3,2,5-7 times,Yes,Yes,Yes,Yes,7-9 Hours,3,2,4,5,4,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Facebook;Instagram;YouTube,3-5 Hours,2,3
2025/06/26 9:41:24 PM GMT+6,20-30,Male,Student,Single,4,1,1,1,3,5,3,3,1,More than 10 times,Yes,Yes,Yes,Yes,4-6 Hours,5,5,5,5,3,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,"YouTube;LinkedIn;What's app, messenger ",5-7 Hours,1,5
2025/06/26 9:55:07 PM GMT+6,20-30,Male,Student,Single,5,5,5,5,5,5,5,5,5,1-4 times,Yes,Yes,No,Yes,4-6 Hours,2,5,5,5,5,1,Yes,Yes,Yes,Yes,No,No,No,Yes,Facebook;Instagram;Tiktok;YouTube,5-7 Hours,1,1
2025/06/26 9:58:17 PM GMT+6,20-30,Male,Employed,Single,5,5,4,3,5,5,5,5,5,More than 10 times,Yes,Yes,No,No,More than  Hours,4,4,4,4,5,5,No,No,No,No,No,No,Yes,Yes,Facebook;YouTube,More than 9 Hours,5,5
2025/06/26 10:25:30 PM GMT+6,30-40,Female,Employed,Married,5,5,3,2,1,2,4,2,3,More than 10 times,Yes,No,Yes,No,More than  Hours,3,3,3,3,3,3,Yes,No,Yes,No,Yes,No,Yes,,Facebook;Instagram;Tiktok;YouTube,5-7 Hours,2,3
2025/06/26 10:25:40 PM GMT+6,20-30,Male,Student,Single,5,3,2,4,4,5,3,1,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,4,4,4,3,4,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Facebook;YouTube,5-7 Hours,1,4
2025/06/26 10:27:49 PM GMT+6,20-30,Male,Student,Single,2,1,1,1,1,1,2,1,1,1-4 times,No,Yes,No,No,0-1 Hours,1,1,3,1,4,1,No,Yes,Yes,No,No,No,No,No,X (Twitter),5-7 Hours,2,2
2025/06/26 10:30:41 PM GMT+6,20-30,Male,Employed,Single,4,5,2,1,3,5,2,2,2,1-4 times,Yes,Yes,Yes,No,4-6 Hours,2,3,2,3,4,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Facebook;X.com,5-7 Hours,2,3
2025/06/26 10:32:07 PM GMT+6,20-30,Male,Student,Single,3,3,2,1,3,4,3,1,3,5-7 times,Yes,Yes,Yes,No,7-9 Hours,1,1,1,1,2,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Facebook;Instagram;YouTube,5-7 Hours,1,3
2025/06/26 10:32:17 PM GMT+6,20-30,Male,Employed,Married,5,4,2,1,1,2,4,1,1,5-7 times,No,Yes,Yes,No,0-1 Hours,4,3,1,4,1,1,No,No,Yes,Yes,No,No,Yes,,Facebook;YouTube;LinkedIn,5-7 Hours,3,2
2025/06/26 10:43:39 PM GMT+6,20-30,Male,Employed,Single,3,1,2,1,3,3,2,1,1,1-4 times,Yes,Yes,Yes,No,1-3 Hours,2,1,2,1,3,1,No,Yes,Yes,No,No,No,No,No,Facebook;YouTube;LinkedIn,3-5 Hours,1,1
2025/06/26 10:47:29 PM GMT+6,20-30,Male,Student,Single,4,5,5,4,3,5,5,1,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,5,5,3,5,3,5,Yes,Yes,No,Yes,No,No,No,Yes,YouTube,3-5 Hours,3,3
2025/06/26 10:49:28 PM GMT+6,20-30,Male,Employed,Married,5,3,3,1,4,5,5,3,1,More than 10 times,Yes,Yes,Yes,No,4-6 Hours,4,4,2,2,4,5,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Facebook;Instagram;Tiktok;YouTube,5-7 Hours,3,5
2025/06/26 10:54:56 PM GMT+6,20-30,Female,Student,Single,4,4,4,4,4,4,4,1,1,More than 10 times,Yes,Yes,Yes,No,7-9 Hours,4,4,4,4,4,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Facebook;YouTube,3-5 Hours,1,4
2025/06/26 11:00:33 PM GMT+6,20-30,Male,Student,Single,2,1,1,1,3,2,3,3,1,1-4 times,Yes,Yes,Yes,No,1-3 Hours,2,3,3,3,1,1,No,Yes,Yes,Yes,No,No,No,Yes,YouTube,5-7 Hours,1,1
2025/06/26 11:09:45 PM GMT+6,13-19,Female,Student,Single,5,5,1,5,5,5,1,1,1,More than 10 times,Yes,Yes,Yes,Yes,1-3 Hours,5,1,5,5,5,1,Yes,Yes,Yes,Yes,No,No,No,Yes,YouTube,5-7 Hours,1,5
2025/06/26 11:11:02 PM GMT+6,20-30,Male,Employed,Married,3,2,1,2,3,3,1,2,1,More than 10 times,Yes,Yes,Yes,Yes,1-3 Hours,2,1,1,3,1,2,No,No,Yes,No,No,No,No,No,YouTube,5-7 Hours,1,5
2025/06/26 11:20:26 PM GMT+6,20-30,Male,Student,In Relationship,3,1,1,1,1,1,3,1,1,1-4 times,No,Yes,Yes,No,1-3 Hours,2,2,2,1,1,1,No,Yes,Yes,No,No,No,No,No,YouTube,5-7 Hours,2,1
